Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Packets Looked Up,Packets Matched
7655,113900295,157980238,8269,2736,4,560,556,4,0,6303355,0,6303355,0,22924,22785
517,6327138,29220474,245021,875,0,0,560,4,0,0,0,0,0,643257,643141
1901,19079849,25408369,2441,1672,4,556,556,4,0,0,0,0,0,11555,11344
798,18928146,12722640,1419,962,0,0,556,4,0,0,0,0,0,7013,6852
306457,38236790,169827387,289410,2847,2,278,556,4,0,0,0,0,0,1008992,1008857
1469,44141567,12822747,2334,1767,0,0,278,2,0,0,0,0,0,7324,7205
1361,31560785,12643385,732,176,2,278,278,2,0,0,0,0,0,2408,2309
1401,25259878,38012925,2722,1732,0,0,556,4,0,0,0,0,0,11063,10851
1097,146971,25374183,2011,1571,2,278,278,2,0,0,0,0,0,9155,8934
648,57306,18943525,820,236,4,556,556,4,0,0,0,0,0,124748,124644
1714,232756,6565779,2315,2557,4,556,556,4,0,0,0,0,0,9568,9428
346,41833,38653,283,417,4,556,556,4,0,7015,0,7015,0,1754,1648
1473,31558885,31703618,2525,1586,0,0,556,4,0,0,0,0,0,9837,9717
5254,113578188,120152796,7115,2716,0,0,560,4,0,0,0,0,0,14191,14109
2171,6422285,110751,1881,126,103,5732,5732,103,496,94662,496,94662,496,4424,4331
180251,152584256,182398668,290640,2397,4,556,280,2,0,6303287,0,6303287,0,667294,667158
12,1016,12715,95,91,0,0,556,4,0,0,0,0,0,358,305
2227,6559100,12844732,2125,2516,4,556,556,4,0,0,0,0,0,12478,12338
129942,32198081,25839905,128443,236,5250,283500,284102,5255,0,0,0,0,0,258577,258510
965,25230842,12734955,1556,1032,0,0,556,4,0,0,0,0,0,7683,7517
76285,16718077,3942419,72686,146,5032,272068,275134,5074,0,0,0,0,0,149238,149134
3550,69443446,101116414,5275,2102,4,232,364,4,0,0,0,0,0,18856,18636
616,35369,6341349,744,81,95,5130,5690,99,513,6329134,513,6329134,513,2509,2412
662,6347065,31515505,1123,186,3,320,278,2,0,0,0,0,0,95182,95083
1677,31572888,44325648,2988,1746,0,0,556,4,0,0,0,0,0,12256,12136
1263,25270630,18980128,1262,376,55,4199,4070928,108,433290,6303286,433290,6303286,433290,3508,3403
182429,89692003,12742140,300347,2240,4,556,278,2,0,0,0,0,0,961938,961795
1050,12693636,12702115,1170,857,4,556,556,4,0,0,0,0,0,2955,2884
937,25210410,6337930,541,166,4,556,598,5,0,0,0,0,0,2112,2014
1401,25259878,38015705,2742,1762,0,0,556,4,0,0,0,0,0,11124,10911
121,16422,16100,114,131,5,759,759,5,0,0,0,0,0,239,182
3420,25374993,31872,296,211,97,5578,556,4,0,0,0,0,0,4390,4284
11,926,14377,108,111,0,0,278,2,0,0,0,0,0,1184,1098
101521,5497364,17188,130,141,4,556,556,4,0,0,0,0,0,102305,102193
3827,50708641,69639428,4641,2517,4,556,278,2,0,0,0,0,0,18202,18067
4701,100977734,120136542,6847,2967,3,190,322,3,0,0,0,0,0,25729,25501
183987,219322607,113813002,156523,3040,102,3546036,280,2,0,0,0,0,0,668748,668613
1368,25293366,110543,1124,752,4,556,556,4,0,0,0,0,0,3762,3648
68,9356,9384,68,61,2,278,348,3,0,0,0,0,0,662,566
3235,50608138,44303472,3021,1171,86,6099,280,2,0,6303287,0,6303287,0,10621,10500
361,12607910,34422,369,156,125,4989278,5274,71,471,7502,471,7502,471,6151,6058
2332,44196166,63292372,4050,2272,0,0,556,4,0,0,0,0,0,15305,15084
992,25232852,12761361,1759,1282,0,0,556,4,0,0,0,0,0,6881,6677
86,11853,11937,88,86,2,278,320,3,0,0,0,0,0,3799,3704
175350,70403977,43011997,284887,1217,86,5842,5777842,154,512093,5128678,512093,5128678,512093,647793,647668
707,92424,19016620,1448,981,4,556,556,4,0,0,0,0,0,5516,5348
341,40381,40801,351,387,4,556,556,4,0,0,0,0,0,1268,1159
360,12607826,35274,366,176,0,0,280,2,0,0,0,0,0,874,804
1870,44169255,37961241,2486,917,0,0,630,5,0,0,0,0,0,7475,7359
296,6311960,6326394,406,111,0,0,280,2,0,0,0,0,0,107371,107284
684,6349633,23650,179,206,4,556,560,4,0,0,0,0,0,2237,2130
77725,23061851,18342,139,151,5068,273842,278,2,0,0,0,0,0,78255,78138
629,6345182,12641480,705,234,4,556,556,4,0,0,0,0,0,2235,2086
2332,37904596,75872266,4131,2062,0,0,502,5,0,148,0,148,0,14879,14660
68,9356,9230,65,61,2,278,278,2,0,0,0,0,0,25070,24968
361,6321757,6322944,379,76,5,626,556,4,0,0,0,0,0,1009,907
19340,1051456,1291348,23811,56,4,556,560,4,0,0,0,0,0,43399,43314
221,29153,36616,330,266,2,278,278,2,0,0,0,0,0,1662,1550
565,6340732,22240,171,191,4,556,556,4,0,0,0,0,0,1659,1559
676,12636756,12644560,792,116,147,5777435,5849,80,0,0,0,0,0,1643,1541
1566,44147962,29015071,238991,1320,0,0,280,2,0,0,0,0,0,510681,510600
822,12639739,25353814,1861,1306,0,0,556,4,0,0,0,0,0,8589,8469
625,12636694,22810,173,196,69,2364415,560,4,0,0,0,0,0,1372,1279
1340,31549719,25429613,2555,1927,0,0,560,4,0,0,0,0,0,12474,12349
66,9078,9148,67,56,4,556,626,5,0,0,0,0,0,370,284
180608,58087475,12699229,300040,1770,4,556,556,4,0,0,0,0,0,957755,957623
4275,107241472,82317534,5908,2847,136,5776144,5110,73,0,0,0,0,0,22276,22051
3347,75727934,69679808,5074,2736,83,3151479,3803,49,0,0,0,0,0,11528,11446
1054,31529967,6406294,1231,651,0,0,278,2,0,0,0,0,0,3069,2997
452,6333828,6333880,455,206,4,556,556,4,0,0,0,0,0,4584,4482
123,17088,17404,129,141,4,556,556,4,0,0,0,0,0,663,561
1402,84525,12690907,1740,116,99,5702,5632,98,523,69390,523,69390,523,4648,4549
4683,113559926,94946794,6452,3067,0,0,556,4,0,0,0,0,0,13221,13058
1733,37865130,38056262,3134,2072,136,5776144,5308,76,0,0,0,0,0,13580,13361
11,926,12259,92,86,0,0,280,2,0,0,0,0,0,2204,2110
50,3692,18097,178,116,1,70,556,4,0,0,0,0,0,449,389
185,6304344,17385,187,56,0,0,556,4,0,8011,0,8011,0,3082,2994
3834,63170436,126415232,6564,3127,0,0,556,4,0,0,0,0,0,21927,21704
1666,44152134,25383407,2349,1282,0,0,556,4,0,0,0,0,0,10603,10401
2136,130523,12707468,2049,116,142,8753,2500964,170,315687,6388336,315687,6388336,315687,4379,4286
282138,62297298,19161126,304627,1190,4,556,278,2,383,6310653,383,6310653,383,952131,951999
294,32275,12631344,526,221,4,556,556,4,0,0,0,0,0,1431,1326
248,6313612,10259,75,66,6,829,829,6,0,0,0,0,0,1013,911
50,3692,19942,192,136,0,0,278,2,0,0,0,0,0,477,413
4904,126157844,94938392,6474,2817,136,5776144,5246,75,617021,6171084,617021,6171084,617021,25399,25171
56759,3082250,12622546,468,121,52,3999,3414644,94,367655,6303286,367655,6303286,367655,114853,114754
5682,126219886,136703167,251391,2830,0,0,560,4,0,0,0,0,0,667017,666882
3712,44404752,57049476,4618,2466,4,556,280,2,0,0,0,0,0,21013,20785
2302,50489882,60868920,247229,1740,0,0,560,4,0,0,0,0,0,652563,652439
5236,101023004,147684269,251098,2640,85,5630,4727402,128,0,0,0,0,0,664029,663894
125009,6768430,31633761,119184,256,5410,293776,6458781,5478,0,0,0,0,0,244864,244758
3593,69453054,105033341,248909,1930,0,0,280,2,0,0,0,0,0,656048,655922
3134,31793920,31818014,3480,2717,4,556,556,4,0,0,0,0,0,18589,18366
2260,63066436,31725025,2959,1472,79,3282014,3052,44,0,0,0,0,0,10253,10043
2829,56812244,75942252,4790,2647,0,0,556,4,0,0,0,0,0,17921,17698
257,6314580,1896038,34940,76,5,598,7194,105,0,0,0,0,0,35431,35337
4076,56987849,69579219,4204,1962,2,278,598,5,0,0,0,0,0,12266,12055
650,174316,139539,742,176,3,320,322,3,0,0,0,0,0,2711,2610
972,25232973,12709217,1348,752,59,4171,3545845,96,0,0,0,0,0,4735,4616
1345,6374952,19232,202,76,107,6118,556,4,0,7813,0,7813,0,3067,2971
534,12624778,18650,197,71,68,2364207,278,2,0,0,0,0,0,869,765
388,6325121,6325473,393,111,32,2535,278,2,0,0,0,0,0,1090,988
227,22756,14507,103,116,4,556,556,4,0,0,0,0,0,1270,1175
109,14593,14591,105,116,5,626,556,4,0,0,0,0,0,2843,2745
2917,69401584,56994546,4117,2052,0,0,385,3,0,0,0,0,0,8463,8304
234,16218,12634583,561,251,0,0,278,2,0,0,0,0,0,2357,2250
2307,135694,12765123,2980,156,107,6118,10836,174,979,123548,979,123548,979,5847,5733
692,12630624,29236445,245196,965,0,0,602,5,0,0,0,0,0,643737,643621
4422,63335718,50718728,3909,2646,2,280,280,2,0,0,0,0,0,11274,11107
349828,14827076,76082509,158351,2350,4,556,560,4,0,0,0,0,0,660716,660581
219,21806,6325339,391,111,64,4647,280,2,708,7087,708,7087,708,1455,1368
1541,25310065,119995,1192,857,4,556,556,4,0,0,0,0,0,4139,4025
2714,6442538,6463188,2866,181,93,5022,5624,98,513,6432745,513,6432745,513,11206,11101
342,23627,18927336,653,131,38,2789,2102096,64,0,0,0,0,0,5370,5273
5027,82229349,31811936,3366,2706,2,278,278,2,0,0,0,0,0,15200,15058
1742,6398235,13925,103,106,210,4207557,556,4,0,0,0,0,0,6870,6785
13,1082,16364,118,131,0,0,759,5,0,0,0,0,0,360,258
180156,45466165,12684689,299934,1610,2,278,556,4,0,0,0,0,0,956760,956628
3140,44334401,31710467,2525,1771,4,560,560,4,0,0,0,0,0,8410,8251
494,6331636,12619407,437,96,47,3525,2757947,76,0,0,0,0,0,42760,42664
180,17781,6314438,256,76,4,556,556,4,0,0,0,0,0,799,709
78,10935,11019,80,76,4,556,556,4,0,0,0,0,0,42949,42851
2829,56812244,75941418,4784,2637,127,5382334,4186,59,0,0,0,0,0,17634,17411
55578,3004812,15609565,55796,111,0,0,278,2,0,0,0,0,0,112163,112071
5750,94910296,63417350,5238,3267,2,278,278,2,0,0,0,0,0,25545,25316
3103,31771111,12823489,2047,2212,5,626,556,4,0,0,0,0,0,13261,13118
1489,31571504,23944,180,211,4,560,556,4,0,0,0,0,0,5740,5634
304,32305,24112,184,211,4,556,556,4,507,176472,507,176472,507,8605,8492
1584,214824,56955355,3700,2326,4,556,560,4,0,0,0,0,0,20743,20615
2644,37975853,6410201,1044,1062,69,4846,556,4,564487,6302552,564487,6302552,564487,7862,7689
413,6327960,17074,129,136,2,278,350,3,0,0,0,0,0,1263,1171
775,18937151,27116,257,166,66,2233163,3274,41,0,0,0,0,0,2146,2049
173549,26227441,18245115,283249,937,4,556,280,2,0,6303353,0,6303353,0,643010,642891
6048,157702314,112068620,414179,2707,0,0,280,2,0,0,0,0,0,670254,670117
1587,95532,12694524,1821,106,100,5740,5740,100,491,6376693,491,6376693,491,4489,4389
582,12623019,12642726,727,176,0,0,280,2,0,0,0,0,0,2468,2360
1468,19027747,19035507,1584,1161,3,460,460,3,0,0,0,0,0,4997,4850
1849,31598387,31569647,1425,266,46,3459,3151753,85,0,0,0,0,0,3899,3792
332,6324522,28090,258,181,4,556,560,4,0,0,0,0,0,5524,5420
459,6334209,11768839,101071,206,4,556,598,5,0,0,0,0,0,202879,202775
72,9879,18512,195,66,5,759,759,5,0,0,0,0,0,416,319
316,27727,6315921,262,96,3,320,278,2,0,0,0,0,0,772,678
2030,44180074,44322380,3080,1536,0,0,556,4,0,0,0,0,0,10171,10051
347,43005,6360443,732,414,4,556,560,4,0,6302618,0,6302618,0,4247,4089
230500,25061844,31183,237,291,5437,293768,278,2,0,0,0,0,0,231951,231832
989,61320,6357240,1053,71,99,5516,5516,99,480,6346183,480,6346183,480,4379,4297
11,926,11293,83,76,0,0,560,4,0,0,0,0,0,547,457
1396,25241475,31753990,2873,2202,0,0,556,4,0,0,0,0,0,10291,10167
39732,2152933,2471881,45638,91,5,598,598,5,0,0,0,0,0,85536,85438
3575,56861652,120091134,6188,2967,0,0,278,2,0,0,0,0,0,20915,20692
116,15149,6387935,1575,116,4,556,2894574,175,315623,6372190,315623,6372190,315623,6031,5937
343,23700,18936220,717,231,0,0,560,4,0,0,0,0,0,3144,3049
512,6326751,18937667,780,166,0,0,560,4,0,0,0,0,0,161084,160987
114,15029,6334342,521,116,5,626,556,4,0,0,0,0,0,835,724
2258,12852749,31800301,3313,2537,4,556,556,4,0,0,0,0,0,9512,9372
516,6334061,14995,112,116,81,2889494,560,4,0,0,0,0,0,1493,1403
187,6304489,24791,239,136,0,0,322,3,0,0,0,0,0,959,856
2946,69409008,57017324,4472,2546,0,0,556,4,0,0,0,0,0,17148,17020
845,111861,19036405,1592,1181,4,556,556,4,0,0,0,0,0,7007,6798
180584,22360150,16059028,180450,211,11130,601360,601360,11130,0,0,0,0,0,361540,361438
993,63444,12618018,431,76,99,5686,556,4,0,0,0,0,0,2179,2093
1647,37862316,31738009,2827,1886,0,0,556,4,0,0,0,0,0,11667,11544
246,17021,12621205,455,111,62,4369,4201915,109,433290,6303285,433290,6303285,433290,1184,1098
2935,50615145,38078688,3611,1766,2,280,280,2,0,0,0,0,0,8730,8653
288619,163469349,31901288,305992,2580,2,278,556,4,0,6303287,0,6303287,0,965153,965009
592,12631688,6327796,411,136,2,278,278,2,0,0,0,0,0,1230,1127
2413,134027,12740381,2635,136,96,5184,5464,98,11583,115830,11583,115830,11583,5869,5777
288,34983,60054,651,326,4,556,4727,63,0,0,0,0,0,2752,2637
589,68209,6388766,1012,601,2,278,278,2,0,0,0,0,0,2798,2673
3173,44360888,50677376,3521,2301,4,556,560,4,0,0,0,0,0,16415,16190
7263,145319924,88641948,6463,2777,71,4832,5645430,137,0,0,0,0,0,19747,19524
2672,12732674,157853,2664,146,92,4968,5570,97,496,123660,496,123660,496,6730,6625
427,6320865,12633267,603,151,0,0,280,2,0,0,0,0,0,5544,5444
3269,75722449,68289670,4479,1866,78,5168,4990008,135,446457,4464574,446457,4464574,446457,16735,16614
518,6341952,25266587,1249,286,4,556,556,4,0,0,0,0,0,2366,2255
1871,31586291,56972139,3630,2202,128,5120528,4991,67,0,0,0,0,0,15278,15145
443,12620025,6316603,269,101,4,556,556,4,0,0,0,0,0,895,793
473,6335993,12645927,735,226,2,278,278,2,0,0,0,0,0,113104,113000
1365,25273520,12650367,778,266,2,278,278,2,0,0,0,0,0,3224,3114
7842,157917986,208996,1534,2262,95,6562,556,4,0,0,0,0,0,13656,13418
319,6322579,6475660,3093,161,2,278,5410,97,0,0,0,0,0,6442,6349
65461,28724047,6337012,546,136,5268,285279,278,2,0,0,0,0,0,66231,66125
999,18953205,18961285,1120,176,86,6099,5908427,148,0,0,0,0,0,2664,2554
2745,44270090,25339202,1890,991,2,278,3910,57,0,0,0,0,0,7767,7601
4060,69559369,56967805,3929,1742,2,278,278,2,0,0,0,0,0,15049,14823
691,12639534,6343236,615,214,2,278,278,2,0,0,0,0,0,2383,2240
3013,56895803,50612945,3130,1511,4,556,560,4,0,0,0,0,0,13284,13072
812,12658291,18855343,1355,434,2,278,6171370,161,0,0,0,0,0,4608,4455
660,18890127,6343158,631,141,1,70,556,4,0,7217,0,7217,0,1580,1520
3202,67722042,93132256,415718,1607,126,4596050,5130,73,0,0,0,0,0,992389,992265
948,25231025,22964600,245361,1145,0,0,560,4,0,0,0,0,0,646113,645989
49304,2672308,14083,106,106,5058,273472,556,4,0,0,0,0,0,99346,99253
284,29791,20896,149,186,4,362,278,2,0,0,0,0,0,1046,947
187,6304489,27781,270,161,0,0,322,3,0,0,0,0,0,1874,1781
349603,14795591,76042983,158012,2010,4,556,560,4,0,0,0,0,0,656620,656492
97,12929,92617,1512,96,2,278,5464,98,0,0,0,0,0,3545,3460
261,27057,6329758,420,161,2,278,278,2,0,0,0,0,0,977,862
1979,37881362,56902483,3158,1422,0,0,560,4,0,0,0,0,0,12311,12099
410,6327182,15873,121,126,50,3723,278,2,0,0,0,0,0,7253,7157
125,17560,140581,2350,146,4,556,5620,98,556,114960,556,114960,556,2729,2627
2548,12736797,153991,2550,156,97,5578,5578,97,464,110430,464,110430,464,5086,5024
2386,31674846,110119,830,1161,87,6311,556,4,0,0,0,0,0,6164,6035
4926,126159248,94974986,6740,3217,0,0,560,4,0,0,0,0,0,26419,26187
461,12622336,30670,333,126,3,320,278,2,0,0,0,0,0,1069,1005
1871,31586291,56986873,3736,2367,0,0,556,4,0,0,0,0,0,16501,16367
149,10307,6414239,412,116,0,0,2054,27,117542,1175426,117542,1175426,117542,1890,1793
2126,125090,17004,121,141,100,5740,556,4,0,0,0,0,0,5177,5067
597,6345269,18944210,827,241,2,278,278,2,0,0,0,0,0,1807,1698
100,13411,13411,100,101,4,556,556,4,469,61884,469,61884,469,3271,3166
12,996,110310,228,146,0,0,37944,41,0,0,0,0,0,1830,1729
580,12622898,12644566,750,181,0,0,560,4,630328,6303287,630328,6303287,630328,295847,295744
122660,19215104,19238782,122827,226,5412,292236,292516,5414,0,0,0,0,0,240317,240255
4934,57091678,12877088,2376,2836,2,278,280,2,0,0,0,0,0,20725,20589
78,10547,53041,863,71,2,278,5356,96,0,0,0,0,0,3685,3593
112,15467,15579,114,126,4,362,320,3,0,0,0,0,0,1027,920
328,28687,6323213,372,91,47,3671,556,4,0,0,0,0,0,1221,1117
477,6330216,12626869,555,86,2,278,278,2,0,0,0,0,0,66065,65974
1416,18969102,50585795,2739,1482,0,0,280,2,0,0,0,0,0,10273,10063
1252,6368301,11061,81,76,101,5794,556,4,0,0,0,0,0,1766,1667
715,12650812,41099,332,396,2,278,278,2,0,0,0,0,0,2875,2766
3050,6470803,6477450,3142,176,97,5396,5396,97,453,145584,453,145584,453,6604,6492
192,25252,25182,191,226,2,278,278,2,0,0,0,0,0,211892,211787
70888,16429400,10489370,77446,166,5189,280546,280546,5189,0,0,0,0,0,138238,138138
1471,12742040,19076557,2098,1266,4,556,4070925,108,0,0,0,0,0,7778,7652
1668,226500,82277142,5470,2456,4,556,556,4,0,0,0,0,0,19506,19367
3217,82004884,57051224,4629,2527,0,0,278,2,0,0,0,0,0,18208,17984
1993,19011655,82090986,3521,1286,66,4650,4070668,106,0,0,0,0,0,6414,6337
602,12624320,12649036,781,231,0,0,560,4,0,0,0,0,0,1576,1505
4622,82193733,88491207,4688,2041,4,556,560,4,0,0,0,0,0,18462,18245
7940,164225307,76015863,5650,2846,4,556,556,4,0,0,0,0,0,20735,20607
67,9120,9120,67,56,4,556,556,4,0,0,0,0,0,44213,44125
2251,12851679,31800761,3304,2527,2,278,280,2,0,0,0,0,0,18294,18161
12,1012,14583,110,111,0,0,280,2,0,0,0,0,0,3850,3764
1552,6379923,6393490,1640,121,115,531046,7257,118,496,56214,496,56214,496,5902,5803
749,18932271,20523,207,96,76,2757949,3525,47,344,7351,344,7351,344,1132,1027
302,6312346,6324887,396,96,0,0,280,2,630335,6303353,630335,6303353,630335,1186,1092
5054,82202679,12769163,1672,1592,5,598,598,5,0,0,0,0,0,13453,13232
2234,56777086,38008652,2921,1266,0,0,560,4,0,0,0,0,0,11125,11004
4649,100982790,121154720,413223,2207,61,4046,2890478,89,0,0,0,0,0,663293,663159
420,6329032,6328422,413,146,4,560,560,4,0,0,0,0,0,1996,1936
1979,37881362,56885223,3035,1232,0,0,560,4,0,0,0,0,0,11661,11455
4131,50702228,176005,1304,1896,2,278,556,4,0,0,0,0,0,10820,10693
348809,14687918,19123438,154485,825,5,598,5284,76,630791,6307919,630791,6307919,630791,642692,642576
1065,25248640,6468788,2962,166,4,556,5740,100,469,129870,469,129870,469,7440,7331
761,18804904,27241,256,166,164,6171690,556,4,0,0,0,0,0,2136,2026
425,29166,19007122,943,356,0,0,278,2,0,0,0,0,0,3629,3521
3415,82017768,69701670,5265,3027,0,0,560,4,0,0,0,0,0,12074,11907
3339,63197137,56915689,3489,1252,4,556,278,2,0,0,0,0,0,11115,10901
697,12630906,18955315,962,276,0,0,560,4,0,0,0,0,0,282581,282479
2594,75671796,31757809,3308,1672,0,0,560,4,0,0,0,0,0,12271,12057
312,6312992,6341280,512,281,0,0,278,2,0,0,0,0,0,3266,3166
3314,75719500,76023168,5537,3307,0,0,556,4,0,0,0,0,0,25894,25664
339,23424,18927824,654,141,0,0,556,4,0,0,0,0,0,2374,2279
1583,19036429,50592683,3022,1161,4,556,556,4,0,0,0,0,0,6703,6570
719,18929139,56178,887,76,4,556,5686,99,3655,36558,3655,36558,3655,1736,1640
1150,25234851,136054,538,386,4,556,556,4,0,0,0,0,0,4610,4502
12,1016,10685,79,71,0,0,348,3,0,0,0,0,0,3369,3281
637,18925679,3082144,56758,121,93,3414574,3999,52,0,0,0,0,0,57882,57786
138,18236,25348094,2989,146,4,560,5740,100,0,0,0,0,0,3390,3284
12,1012,9662,72,61,1,70,280,2,0,0,0,0,0,1563,1482
3474,44371698,38108176,3880,2101,2,278,280,2,14,148,14,148,14,18856,18636
108,14069,14125,107,106,5,598,598,5,0,0,0,0,0,47176,47085
3712,56957035,216492,1596,2346,2,280,278,2,0,0,0,0,0,11358,11219
63,8564,8564,63,51,4,556,556,4,0,0,0,0,0,536,437
116,8137,6335578,415,296,0,0,560,4,0,0,0,0,0,292685,292572
123,16894,17256,127,141,4,556,556,4,0,0,0,0,0,1631,1522
184387,127607584,12805844,300806,2950,4,556,278,2,0,0,0,0,0,968747,968603
211,27966,31055500,1588,256,4,560,5778041,155,0,0,0,0,0,2722,2616
2340,50492776,50679054,3684,2056,0,0,556,4,0,0,0,0,0,8313,8232
3943,50746538,82294496,5265,3216,4,556,560,4,760,14478,760,14478,760,24258,24027
5512,107333703,162583305,418802,2317,0,0,556,4,0,0,0,0,0,1001268,1001134
329,35419,26642,192,246,5,626,556,4,0,0,0,0,0,125789,125676
735,12645927,6335993,473,226,2,278,278,2,0,0,0,0,0,2019,1916
1932,44169854,38023051,2942,1652,0,0,278,2,0,0,0,0,0,6044,5889
3734,19101132,12627657,500,181,101,5782,264094,21,0,0,0,0,0,7231,7116
510,12618198,6381090,883,611,0,0,560,4,0,0,0,0,0,4120,4000
1423,12719970,6415378,1227,846,2,278,278,2,0,0,0,0,0,5343,5231
129,17340,6444504,2530,141,4,556,5786,101,0,0,0,0,0,5260,5160
1310,37839123,12827012,2282,1907,0,0,280,2,0,0,0,0,0,4878,4798
948,25231025,22951643,245267,1005,0,0,602,5,0,0,0,0,0,644666,644546
534,12625245,24366,272,116,69,2364414,556,4,0,0,0,0,0,1521,1418
180773,28664183,16042731,180212,211,11130,601360,601360,11130,0,0,0,0,0,362092,361993
224,6310450,6836,49,36,158,6171489,595,5,0,0,0,0,0,427,345
257,17354,12640273,638,294,0,0,278,2,0,0,0,0,0,3082,2929
5128,126172656,101275242,6914,3197,0,0,556,4,0,0,0,0,0,14214,14048
57,7792,703852,12948,41,4,560,556,4,0,0,0,0,0,13109,13021
116,16184,16254,117,131,5,759,759,5,0,0,0,0,0,360,258
292,6311714,6337028,491,221,0,0,556,4,0,0,0,0,0,1067,1001
168,15030,7090,51,36,106,7725,801,6,0,0,0,0,0,22617,22535
2823,75686942,44393399,3863,2002,3,190,322,3,14,814,14,814,14,14567,14352
158,20612,12665760,1067,176,2,280,1182707,40,480,145908,480,145908,480,6958,6852
4396,69603530,248740,1828,2706,2,280,278,2,0,0,0,0,0,13253,13113
184,24920,25004,186,226,2,278,278,2,0,0,0,0,0,1997,1878
2341,37905230,75888010,4250,2222,4,296,708,6,0,0,0,0,0,16215,15990
4375,107248068,88637160,6197,3037,0,0,556,4,0,0,0,0,0,22924,22699
477,12615819,6340133,559,186,0,0,278,2,0,0,0,0,0,8298,8197
196,26168,24195581,951,236,4,556,5252936,145,0,0,0,0,0,2809,2702
12,996,22754,169,201,0,0,278,2,0,0,0,0,0,804,699
491,12625727,19218,146,161,2,278,278,2,0,0,0,0,0,1550,1448
186,6304399,26261,250,156,0,0,560,4,0,0,0,0,0,141578,141472
257,25697,12713852,2144,136,2,278,5518,99,480,6392684,480,6392684,480,7902,7800
2244,25407379,175369,1275,1906,2,278,278,2,0,0,0,0,0,10049,9915
4240,50743440,82251474,4980,2747,2,278,278,2,0,0,0,0,0,12543,12380
3353,44368385,50663088,3403,2136,4,556,556,4,0,0,0,0,0,10530,10391
1131,12658602,44228210,2136,962,0,0,556,4,0,0,0,0,0,7013,6852
77920,29366720,18074,131,151,5160,3819131,278,2,0,0,0,0,0,78802,78702
349,12475731,33739,366,156,163,6171332,7548,110,0,0,0,0,0,9231,9135
658,6347355,22934,176,196,5,598,598,5,0,0,0,0,0,1839,1736
4154,63271234,63269775,4107,1546,2,278,280,2,0,0,0,0,0,14224,14103
521,6342653,31933,241,296,4,556,556,4,0,0,0,0,0,286294,286183
169,15985,9486,72,56,4,556,626,5,0,0,0,0,0,538,451
1378,83648,6379444,1439,96,123,7367,925461,132,158147,6365731,158147,6365731,158147,5149,5092
50,7156,12920,137,36,6,819,6561,93,0,0,0,0,0,305,213
352177,46463163,91082082,215230,2677,2,278,560,4,0,0,0,0,0,670103,669966
4094,63282183,230948,1700,2506,4,560,556,4,0,0,0,0,0,12454,12314
164,17738,18668,176,134,4,556,560,4,0,6744,0,6744,0,750,605
1167,25244190,25354853,1992,1182,0,0,278,2,0,0,0,0,0,9347,9150
3112,75682206,57056072,4604,2577,0,0,278,2,0,6303287,0,6303287,0,18821,18686
538,12631776,24988,191,221,4,556,556,4,0,0,0,0,0,1500,1385
1645,19045047,63208087,3431,1256,4,556,3939655,105,0,0,0,0,0,7298,7165
406,22216,30450,465,56,95,5130,5686,99,480,20628,480,20628,480,1258,1179
620,6352032,6365271,807,376,4,556,556,4,0,0,0,0,0,2168,2064
1077,18962296,43579,431,266,2,278,278,2,0,0,0,0,0,3302,3183
183227,209429655,101185494,156028,2810,4,556,560,4,0,0,0,0,0,666981,666846
5787,101136284,25464471,2821,2296,4,556,556,4,0,0,0,0,0,14714,14587
7641,151634620,107558988,7132,2717,8,788,640,6,0,0,0,0,0,26227,25988
3663,69519577,19053109,1703,1346,4,556,556,4,0,0,0,0,0,9093,8973
